id;level;parent_id;name;lat;lon;min_lat;max_lat;min_lon;max_lon;geometry_wkt
2658338;3;632307;Barcelona;413.938.112.248.556;211.235.921.950.284;413.914.355.944.665;41.396.186.824.598;210.920.457.081.961;211.551.407.248.328;POLYGON((2.10920457081961 41.391700948188,2.10955677768124 41.396186824598,2.11551407248328 41.395921429268,2.11516145935011 41.3914355944665,2.10920457081961 41.391700948188))
2658339;3;632307;Barcelona;41.398.297.077.479;21.127.116.693.852;41.395.921.429.268;414.006.726.950.382;210.955.677.768.124;211.586.676.543.071;POLYGON((2.10955677768124 41.396186824598,2.10990906426607 41.4006726950382,2.11586676543071 41.4004072580941,2.11551407248328 41.395921429268,2.10955677768124 41.396186824598))
2658340;3;632307;Barcelona;413.980.315.078.077;211.866.912.745.548;413.956.557.268.947;414.004.072.580.941;211.551.407.248.328;212.182.438.676.039;POLYGON((2.11551407248328 41.395921429268,2.11586676543071 41.4004072580941,2.12182438676039 41.4001415140588,2.12147128747105 41.3956557268947,2.11551407248328 41.395921429268))
2658341;3;632307;Barcelona;413.935.456.968.195;21.183.162.712.664;413.911.699.337.495;41.395.921.429.268;211.516.145.935.011;212.147.128.747.105;POLYGON((2.11516145935011 41.3914355944665,2.11551407248328 41.395921429268,2.12147128747105 41.3956557268947,2.12111826808703 41.3911699337495,2.11516145935011 41.3914355944665))
2658342;3;632308;Barcelona;413.932.798.617.699;212.427.324.318.053;413.909.039.660.488;413.956.557.268.947;212.111.826.808.703;212.742.842.255.352;POLYGON((2.12111826808703 41.3911699337495,2.12147128747105 41.3956557268947,2.12742842255352 41.3953897174899,2.12707499693935 41.3909039660488,2.12111826808703 41.3911699337495))
2658343;3;632308;Barcelona;41.397.765.631.075;212.462.650.565.564;413.953.897.174.899;414.001.415.140.588;212.147.128.747.105;212.778.192.816.405;POLYGON((2.12147128747105 41.3956557268947,2.12182438676039 41.4001415140588,2.12778192816405 41.3998754629442,2.12742842255352 41.3953897174899,2.12147128747105 41.3956557268947))
2658344;3;632308;Barcelona;413.974.994.472.929;21.305.838.038.946;413.951.234.010.654;413.998.754.629.442;212.742.842.255.352;213.373.938.955.061;POLYGON((2.12742842255352 41.3953897174899,2.12778192816405 41.3998754629442,2.13373938955061 41.3996091047621,2.13338547763964 41.3951234010654,2.12742842255352 41.3953897174899))
2658345;3;632308;Barcelona;413.930.137.197.186;21.302.301.351.542;413.906.376.913.762;413.953.897.174.899;212.707.499.693.935;213.338.547.763.964;POLYGON((2.12707499693935 41.3909039660488,2.12742842255352 41.3953897174899,2.13338547763964 41.3951234010654,2.13303164581606 41.3906376913762,2.12707499693935 41.3909039660488))
2658346;3;632309;Barcelona;413.843.083.052.099;212.356.695.803.099;413.819.324.452.097;413.866.841.346.241;212.041.246.895.206;21.267.216.513.008;POLYGON((2.12041246895206 41.3821983295191,2.1207653285876 41.3866841346241,2.1267216513008 41.3864182086218,2.12636838561713 41.3819324452097,2.12041246895206 41.3821983295191))
2658347;3;632309;Barcelona;413.887.940.864.812;21.239.200.606.459;413.864.182.086.218;413.911.699.337.495;21.207.653.285.876;212.707.499.693.935;POLYGON((2.1207653285876 41.3866841346241,2.12111826808703 41.3911699337495,2.12707499693935 41.3909039660488,2.1267216513008 41.3864182086218,2.1207653285876 41.3866841346241))
2658348;3;632309;Barcelona;413.885.279.861.551;212.987.654.644.528;413.861.519.756.955;413.909.039.660.488;21.267.216.513.008;213.303.164.581.606;POLYGON((2.1267216513008 41.3864182086218,2.12707499693935 41.3909039660488,2.13303164581606 41.3906376913762,2.13267789405911 41.3861519756955,2.1267216513008 41.3864182086218))
2658349;3;632309;Barcelona;413.840.422.466.033;212.952.303.774.713;41.381.666.254.024;413.864.182.086.218;212.636.838.561.713;213.267.789.405.911;POLYGON((2.12636838561713 41.3819324452097,2.1267216513008 41.3864182086218,2.13267789405911 41.3861519756955,2.13232422234804 41.381666254024,2.12636838561713 41.3819324452097))
2658350;3;632310;Barcelona;414.027.829.241.295;211.306.419.904.661;414.004.072.580.941;414.051.585.595.079;210.990.906.426.607;21.162.195.382.131;POLYGON((2.10990906426607 41.4006726950382,2.11026143059477 41.4051585595079,2.1162195382131 41.4048930809439,2.11586676543071 41.4004072580941,2.10990906426607 41.4006726950382))
2658351;3;632310;Barcelona;414.072.687.648.061;211.341.680.850.782;414.048.930.809.439;414.096.444.180.061;211.026.143.059.477;211.657.239.085.115;POLYGON((2.11026143059477 41.4051585595079,2.11061387668803 41.4096444180061,2.11657239085115 41.4093788978167,2.1162195382131 41.4048930809439,2.11026143059477 41.4051585595079))
2658352;3;632310;Barcelona;414.070.031.118.473;21.193.750.794.648;41.404.627.295.241;414.093.788.978.167;21.162.195.382.131;212.253.082.513.789;POLYGON((2.1162195382131 41.4048930809439,2.11657239085115 41.4093788978167,2.12253082513789 41.4091130704406,2.12217756597576 41.404627295241,2.1162195382131 41.4048930809439))
2658353;3;632310;Barcelona;414.025.173.128.172;211.902.206.351.471;414.001.415.140.588;414.048.930.809.439;211.586.676.543.071;212.217.756.597.576;POLYGON((2.11586676543071 41.4004072580941,2.1162195382131 41.4048930809439,2.12217756597576 41.404627295241,2.12182438676039 41.4001415140588,2.11586676543071 41.4004072580941))
2658354;3;632311;Barcelona;414.117.545.995.081;211.376.949.778.947;414.093.788.978.167;414.141.302.705.322;211.061.387.668.803;211.692.532.336.557;POLYGON((2.11061387668803 41.4096444180061,2.11096640256654 41.4141302705322,2.11692532336557 41.4138647087117,2.11657239085115 41.4093788978167,2.11061387668803 41.4096444180061))
2658355;3;632311;Barcelona;414.162.404.282.347;211.412.226.691.229;414.138.647.087.117;414.186.161.170.853;211.096.640.256.654;211.727.833.577.709;POLYGON((2.11096640256654 41.4141302705322,2.11131900825098 41.4186161170853,2.11727833577709 41.4183505136281,2.11692532336557 41.4138647087117,2.11096640256654 41.4141302705322))
2658356;3;632311;Barcelona;41.415.974.691.966;212.008.135.112.039;414.135.988.396.567;414.183.505.136.281;211.692.532.336.557;212.323.758.338.537;POLYGON((2.11692532336557 41.4138647087117,2.11727833577709 41.4183505136281,2.12323758338537 41.4180846028885,2.12288416426751 41.4135988396567,2.11692532336557 41.4138647087117))
2658357;3;632311;Barcelona;414.114.889.048.971;211.972.817.532.645;414.091.130.704.406;414.138.647.087.117;211.657.239.085.115;212.288.416.426.751;POLYGON((2.11657239085115 41.4093788978167,2.11692532336557 41.4138647087117,2.12288416426751 41.4135988396567,2.12253082513789 41.4091130704406,2.11657239085115 41.4093788978167))
2658358;3;632312;Barcelona;414.112.229.030.815;212.568.677.293.112;414.088.469.358.895;414.135.988.396.567;212.253.082.513.789;212.884.292.518.122;POLYGON((2.12253082513789 41.4091130704406,2.12288416426751 41.4135988396567,2.12884292518122 41.4133326633789,2.12848917945714 41.4088469358895,2.12253082513789 41.4091130704406))
2658359;3;632312;Barcelona;414.157.086.484.446;212.604.035.537.546;414.133.326.633.789;414.180.846.028.885;212.288.416.426.751;212.919.675.098.467;POLYGON((2.12288416426751 41.4135988396567,2.12323758338537 41.4180846028885,2.12919675098467 41.4178183848783,2.12884292518122 41.4133326633789,2.12288416426751 41.4135988396567))
2658360;3;632312;Barcelona;414.154.422.976.826;213.199.927.958.636;414.130.661.798.901;414.178.183.848.783;212.884.292.518.122;213.515.583.848.382;POLYGON((2.12884292518122 41.4133326633789,2.12919675098467 41.4178183848783,2.13515583848382 41.4175518596094,2.13480160601555 41.4130661798901,2.12884292518122 41.4133326633789))
2658361;3;632312;Barcelona;414.109.565.940.729;213.164.529.051.236;414.085.804.941.753;414.133.326.633.789;212.848.917.945.714;213.480.160.601.555;POLYGON((2.12848917945714 41.4088469358895,2.12884292518122 41.4133326633789,2.13480160601555 41.4130661798901,2.13444745371779 41.4085804941753,2.12848917945714 41.4088469358895))
2658362;3;632313;Barcelona;414.022.513.943.959;212.497.984.809.195;413.998.754.629.442;41.404.627.295.241;212.182.438.676.039;212.813.551.379.167;POLYGON((2.12182438676039 41.4001415140588,2.12217756597576 41.404627295241,2.12813551379167 41.404361202411,2.12778192816405 41.3998754629442,2.12182438676039 41.4001415140588))
2658363;3;632313;Barcelona;414.067.371.517.316;212.533.327.051.019;41.404.361.202.411;414.091.130.704.406;212.217.756.597.576;212.848.917.945.714;POLYGON((2.12217756597576 41.404627295241,2.12253082513789 41.4091130704406,2.12848917945714 41.4088469358895,2.12813551379167 41.404361202411,2.12217756597576 41.404627295241))
2658364;3;632313;Barcelona;414.064.708.844.708;213.129.138.155.292;414.040.948.024.657;414.088.469.358.895;212.813.551.379.167;213.444.745.371.779;POLYGON((2.12813551379167 41.404361202411,2.12848917945714 41.4088469358895,2.13444745371779 41.4085804941753,2.13409338156973 41.4040948024657,2.12813551379167 41.404361202411))
2658365;3;632313;Barcelona;414.019.851.688.772;213.093.755.268.726;413.996.091.047.621;41.404.361.202.411;212.778.192.816.405;213.409.338.156.973;POLYGON((2.12778192816405 41.3998754629442,2.12813551379167 41.404361202411,2.13409338156973 41.4040948024657,2.13373938955061 41.3996091047621,2.12778192816405 41.3998754629442))
2658366;3;632314;Barcelona;414.207.262.509.851;211.447.511.589.699;414.183.505.136.281;414.231.019.576.646;211.131.900.825.098;211.763.142.810.642;POLYGON((2.11131900825098 41.4186161170853,2.11167169376208 41.4231019576646,2.11763142810642 41.4228363125651,2.11727833577709 41.4183505136281,2.11131900825098 41.4186161170853))
2658367;3;632314;Barcelona;414.252.120.677.586;211.482.804.476.427;414.228.363.125.651;414.275.877.922.695;211.167.169.376.208;211.798.460.037.432;POLYGON((2.11167169376208 41.4231019576646,2.11202445912053 41.4275877922695,2.11798460037432 41.4273221055219,2.11763142810642 41.4228363125651,2.11167169376208 41.4231019576646))
2658368;3;632314;Barcelona;414.249.462.481.573;212.078.794.258.815;414.225.703.601.353;414.273.221.055.219;211.763.142.810.642;212.394.466.166.881;POLYGON((2.11763142810642 41.4228363125651,2.11798460037432 41.4273221055219,2.12394466166881 41.4270561113963,2.12359108251222 41.4225703601353,2.11763142810642 41.4228363125651))
2658369;3;632314;Barcelona;414.204.604.730.529;212.043.460.686.738;414.180.846.028.885;414.228.363.125.651;211.727.833.577.709;212.359.108.251.222;POLYGON((2.11727833577709 41.4183505136281,2.11763142810642 41.4228363125651,2.12359108251222 41.4225703601353,2.12323758338537 41.4180846028885,2.11727833577709 41.4183505136281))
2658370;3;632315;Barcelona;414.296.978.785.543;211.518.105.353.491;414.273.221.055.219;414.320.736.208.989;211.202.445.912.053;211.833.785.260.152;POLYGON((2.11202445912053 41.4275877922695,2.11237730434707 41.4320736208989,2.11833785260152 41.4318078924978,2.11798460037432 41.4273221055219,2.11202445912053 41.4275877922695))
2658373;3;632315;Barcelona;414.294.320.172.783;212.114.135.830.343;414.270.561.113.963;414.318.078.924.978;211.798.460.037.432;212.429.832.087.592;POLYGON((2.11798460037432 41.4273221055219,2.11833785260152 41.4318078924978,2.12429832087592 41.4315418566706,2.12394466166881 41.4270561113963,2.11798460037432 41.4273221055219))
2658374;3;632316;Barcelona;414.291.658.486.062;212.710.158.305.671;414.267.898.099.044;414.315.418.566.706;212.394.466.166.881;213.025.870.907.903;POLYGON((2.12394466166881 41.4270561113963,2.12429832087592 41.4315418566706,2.13025870907903 41.4312755134294,2.12990464291279 41.4267898099044,2.12394466166881 41.4270561113963))
2658375;3;632316;Barcelona;414.336.515.700.147;212.745.548.580.242;414.312.755.134.294;414.360.275.959.576;212.429.832.087.592;21.306.128.554.078;POLYGON((2.12429832087592 41.4315418566706,2.12465206015432 41.4360275959576,2.1306128554078 41.4357612109613,2.13025870907903 41.4312755134294,2.12429832087592 41.4315418566706))
2658376;3;632316;Barcelona;414.333.850.521.822;213.341.603.744.354;414.310.088.627.858;414.357.612.109.613;213.025.870.907.903;213.657.357.047.796;POLYGON((2.13025870907903 41.4312755134294,2.1306128554078 41.4357612109613,2.13657357047796 41.4354945185149,2.13621901711963 41.4310088627858,2.13025870907903 41.4312755134294))
2658377;3;632316;Barcelona;414.288.993.725.497;213.306.172.770.346;41.426.523.201.058;414.312.755.134.294;212.990.464.291.279;213.621.901.711.963;POLYGON((2.12990464291279 41.4267898099044,2.13025870907903 41.4312755134294,2.13621901711963 41.4310088627858,2.13586454401505 41.426523201058,2.12990464291279 41.4267898099044))
2658378;3;632317;Barcelona;414.201.943.878.203;2.126.394.017.864;414.178.183.848.783;414.225.703.601.353;212.323.758.338.537;212.955.065.688.826;POLYGON((2.12323758338537 41.4180846028885,2.12359108251222 41.4225703601353,2.12955065688826 41.4223041003871,2.12919675098467 41.4178183848783,2.12323758338537 41.4180846028885))
2658379;3;632317;Barcelona;414.246.801.212.078;212.674.776.041.749;414.223.041.003.871;414.270.561.113.963;212.359.108.251.222;212.990.464.291.279;POLYGON((2.12359108251222 41.4225703601353,2.12394466166881 41.4270561113963,2.12990464291279 41.4267898099044,2.12955065688826 41.4223041003871,2.12359108251222 41.4225703601353))
2658380;3;632317;Barcelona;414.244.136.869.218;213.270.749.816.109;414.220.375.333.323;414.267.898.099.044;212.955.065.688.826;213.586.454.401.505;POLYGON((2.12955065688826 41.4223041003871,2.12990464291279 41.4267898099044,2.13586454401505 41.426523201058,2.13551015114338 41.4220375333323,2.12955065688826 41.4223041003871))
2658381;3;632317;Barcelona;414.199.279.952.991;213.235.334.879.566;414.175.518.596.094;414.223.041.003.871;212.919.675.098.467;213.551.015.114.338;POLYGON((2.12919675098467 41.4178183848783,2.12955065688826 41.4223041003871,2.13551015114338 41.4220375333323,2.13515583848382 41.4175518596094,2.12919675098467 41.4178183848783))
2658393;3;632320;Barcelona;414.468.420.550.984;21.344.794.480.583;414.444.658.119.735;414.492.182.675.906;213.132.138.863.611;213.763.771.228.369;POLYGON((2.13132138863611 41.4447325880427,2.1316757755773 41.4492182675906,2.13763771228369 41.4489514497016,2.13728291803915 41.4444658119735,2.13132138863611 41.4447325880427))
2658394;3;632321;Barcelona;414.381.372.854.326;212.780.946.867.546;414.357.612.109.613;414.405.133.292.563;212.465.206.015.432;213.096.708.191.989;POLYGON((2.12465206015432 41.4360275959576,2.12500587952479 41.4405133292563,2.13096708191989 41.4402469024993,2.1306128554078 41.4357612109613,2.12465206015432 41.4360275959576))
2658395;3;632321;Barcelona;41.442.622.994.859;212.816.353.169.659;414.402.469.024.993;41.444.999.056.566;212.500.587.952.479;213.132.138.863.611;POLYGON((2.12500587952479 41.4405133292563,2.12535977900812 41.444999056566,2.13132138863611 41.4447325880427,2.13096708191989 41.4402469024993,2.12500587952479 41.4405133292563))
2658396;3;632321;Barcelona;414.423.563.934.573;213.412.489.760.012;414.399.801.682.444;414.447.325.880.427;213.096.708.191.989;213.728.291.803.915;POLYGON((2.13096708191989 41.4402469024993,2.13132138863611 41.4447325880427,2.13728291803915 41.4444658119735,2.13692820411085 41.4399801682444,2.13096708191989 41.4402469024993))
2658397;3;632321;Barcelona;414.378.707.258.183;213.377.042.740.216;414.354.945.185.149;414.402.469.024.993;21.306.128.554.078;213.692.820.411.085;POLYGON((2.1306128554078 41.4357612109613,2.13096708191989 41.4402469024993,2.13692820411085 41.4399801682444,2.13657357047796 41.4354945185149,2.1306128554078 41.4357612109613))
2659298;3;632547;Barcelona;413.209.754.831.923;213.053.262.989.705;413.185.996.084.279;413.233.513.274.927;212.738.121.160.853;213.368.425.173.965;POLYGON((2.12738121160853 41.3188655220334,2.12773376485175 41.3233513274927,2.13368425173965 41.3230853721779,2.13333129376107 41.3185996084279,2.12738121160853 41.3188655220334))
2659299;3;632547;Barcelona;413.254.612.648.096;213.088.542.540.928;413.230.853.721.779;413.278.371.269.724;212.773.376.485.175;213.403.728.956.507;POLYGON((2.12773376485175 41.3233513274927,2.12808639785116 41.3278371269724,2.13403728956507 41.3275711299425,2.13368425173965 41.3230853721779,2.12773376485175 41.3233513274927))
2659300;3;632547;Barcelona;413.251.951.355.086;213.683.607.478.086;413.228.191.106.309;413.275.711.299.425;213.368.425.173.965;213.998.810.141.147;POLYGON((2.13368425173965 41.3230853721779,2.13403728956507 41.3275711299425,2.13998810141147 41.3273048266328,2.1396346587807 41.3228191106309,2.13368425173965 41.3230853721779))
2659301;3;632547;Barcelona;413.207.093.956.273;213.648.287.449.825;41.318.333.388.638;413.230.853.721.779;213.333.129.376.107;21.396.346.587.807;POLYGON((2.13333129376107 41.3185996084279,2.13368425173965 41.3230853721779,2.1396346587807 41.3228191106309,2.13928129608743 41.318333388638,2.13333129376107 41.3185996084279))
2659302;3;632548;Barcelona;413.204.430.018.599;214.243.303.921.762;413.180.668.626.754;413.228.191.106.309;213.928.129.608.743;214.558.498.588.425;POLYGON((2.13928129608743 41.318333388638,2.1396346587807 41.3228191106309,2.14558498588425 41.3225525428635,2.14523121849697 41.3180668626754,2.13928129608743 41.318333388638))
2659303;3;632548;Barcelona;413.249.286.999.575;214.278.664.424.992;413.225.525.428.635;413.273.048.266.328;21.396.346.587.807;214.593.883.329.968;POLYGON((2.1396346587807 41.3228191106309,2.13998810141147 41.3273048266328,2.14593883329968 41.3270382170551,2.14558498588425 41.3225525428635,2.1396346587807 41.3228191106309))
2659304;3;632548;Barcelona;413.246.619.581.682;214.873.713.372.579;413.222.856.688.877;413.270.382.170.551;214.558.498.588.425;215.188.948.513.905;POLYGON((2.14558498588425 41.3225525428635,2.14593883329968 41.3270382170551,2.15188948513905 41.3267713012211,2.15153523295968 41.3222856688877,2.14558498588425 41.3225525428635))
2659305;3;632548;Barcelona;41.320.176.301.902;214.838.312.396.452;413.178.000.305.521;413.225.525.428.635;214.523.121.849.697;215.153.523.295.968;POLYGON((2.14523121849697 41.3180668626754,2.14558498588425 41.3225525428635,2.15153523295968 41.3222856688877,2.15118106089907 41.3178000305521,2.14523121849697 41.3180668626754))
2659310;3;632550;Barcelona;413.299.470.404.441;213.123.830.073.339;413.275.711.299.425;413.323.229.204.716;212.808.639.785.116;2.134.390.407.258;POLYGON((2.12808639785116 41.3278371269724,2.1284391106274 41.3323229204716,2.134390407258 41.3320568817211,2.13403728956507 41.3275711299425,2.12808639785116 41.3278371269724))
2659311;3;632550;Barcelona;41.334.432.810.095;213.159.125.588.996;413.320.568.817.211;413.368.087.079.896;21.284.391.106.274;213.474.360.483.911;POLYGON((2.1284391106274 41.3323229204716,2.12879190320111 41.3368087079896,2.13474360483911 41.3365426275127,2.134390407258 41.3320568817211,2.1284391106274 41.3323229204716))
2659312;3;632550;Barcelona;413.341.665.973.049;213.754.271.507.427;41.331.790.536.643;413.365.426.275.127;2.134.390.407.258;214.069.522.656.825;POLYGON((2.134390407258 41.3320568817211,2.13474360483911 41.3365426275127,2.14069522656825 41.3362762406606,2.14034162400042 41.331790536643,2.134390407258 41.3320568817211))
2659313;3;632550;Barcelona;413.296.808.694.014;213.718.935.496.596;413.273.048.266.328;413.320.568.817.211;213.403.728.956.507;214.034.162.400.042;POLYGON((2.13403728956507 41.3275711299425,2.134390407258 41.3320568817211,2.14034162400042 41.331790536643,2.13998810141147 41.3273048266328,2.13403728956507 41.3275711299425))
2659314;3;632551;Barcelona;413.389.185.737.613;213.194.429.089.974;413.365.426.275.127;413.412.944.895.254;212.879.190.320.111;213.509.688.232.909;POLYGON((2.12879190320111 41.3368087079896,2.12914477559296 41.3412944895254,2.13509688232909 41.3410283673166,2.13474360483911 41.3365426275127,2.12879190320111 41.3368087079896))
2659315;3;632551;Barcelona;413.434.043.314.422;213.229.740.578.332;413.410.283.673.166;413.457.802.650.784;212.914.477.559.296;213.545.023.974.861;POLYGON((2.12914477559296 41.3412944895254,2.12949772782362 41.3457802650784,2.13545023974861 41.345514101132,2.13509688232909 41.3410283673166,2.12914477559296 41.3412944895254))
2659316;3;632551;Barcelona;413.431.380.351.406;21.382.496.751.432;413.407.619.386.848;41.345.514.101.132;213.509.688.232.909;214.140.267.172.337;POLYGON((2.13509688232909 41.3410283673166,2.13545023974861 41.345514101132,2.14140267172337 41.345247630715,2.14104890913566 41.3407619386848,2.13509688232909 41.3410283673166))
2659317;3;632551;Barcelona;413.386.523.192.182;213.789.615.512.644;413.362.762.406.606;413.410.283.673.166;213.474.360.483.911;214.104.890.913.566;POLYGON((2.13474360483911 41.3365426275127,2.13509688232909 41.3410283673166,2.14104890913566 41.3407619386848,2.14069522656825 41.3362762406606,2.13474360483911 41.3365426275127))
2659318;3;632552;Barcelona;41.338.385.758.282;214.384.793.938.859;413.360.095.474.451;413.407.619.386.848;214.069.522.656.825;214.700.085.592.194;POLYGON((2.14069522656825 41.3362762406606,2.14104890913566 41.3407619386848,2.14700085592194 41.340495203642,2.1466467682978 41.3360095474451,2.14069522656825 41.3362762406606))
2659319;3;632552;Barcelona;41.342.871.432.398;214.420.186.451.776;41.340.495.203.642;41.345.247.630.715;214.104.890.913.566;214.735.502.365.711;POLYGON((2.14104890913566 41.3407619386848,2.14140267172337 41.345247630715,2.14735502365711 41.344980853839,2.14700085592194 41.340495203642,2.14104890913566 41.3407619386848))
2659320;3;632552;Barcelona;413.426.045.232.264;215.015.397.381.635;413.402.281.621.998;41.344.980.853.839;214.700.085.592.194;215.330.729.545.908;POLYGON((2.14700085592194 41.340495203642,2.14735502365711 41.344980853839,2.15330729545908 41.3447137705161,2.1529527225972 41.3402281621998,2.14700085592194 41.340495203642))
2659321;3;632552;Barcelona;413.381.188.909.644;214.979.964.359.543;413.357.425.478.779;41.340.495.203.642;21.466.467.682.978;21.529.527.225.972;POLYGON((2.1466467682978 41.3360095474451,2.14700085592194 41.340495203642,2.1529527225972 41.3402281621998,2.15259822993707 41.3357425478779,2.1466467682978 41.3360095474451))
2659322;3;632553;Barcelona;41.329.414.392.061;214.314.032.927.535;413.270.382.170.551;41.331.790.536.643;213.998.810.141.147;214.629.276.076.396;POLYGON((2.13998810141147 41.3273048266328,2.14034162400042 41.331790536643,2.14629276076396 41.3315238852492,2.14593883329968 41.3270382170551,2.13998810141147 41.3273048266328))
2659323;3;632553;Barcelona;413.339.000.781.694;214.349.409.431.468;413.315.238.852.492;413.362.762.406.606;214.034.162.400.042;21.466.467.682.978;POLYGON((2.14034162400042 41.331790536643,2.14069522656825 41.3362762406606,2.1466467682978 41.3360095474451,2.14629276076396 41.3315238852492,2.14034162400042 41.331790536643))
2659324;3;632553;Barcelona;413.336.332.527.002;21.494.453.935.205;413.312.569.275.515;413.360.095.474.451;214.629.276.076.396;215.259.822.993.707;POLYGON((2.14629276076396 41.3315238852492,2.1466467682978 41.3360095474451,2.15259822993707 41.3357425478779,2.15224381745794 41.3312569275515,2.14629276076396 41.3315238852492))
2659325;3;632553;Barcelona;413.291.476.084.345;214.909.122.357.089;413.267.713.012.211;413.315.238.852.492;214.593.883.329.968;215.224.381.745.794;POLYGON((2.14593883329968 41.3270382170551,2.14629276076396 41.3315238852492,2.15224381745794 41.3312569275515,2.15188948513905 41.3267713012211,2.14593883329968 41.3270382170551))
2659326;3;632554;Barcelona;413.478.900.831.372;213.265.060.056.144;41.345.514.101.132;413.502.660.346.477;212.949.772.782.362;213.580.367.711.839;POLYGON((2.12949772782362 41.3457802650784,2.12985075991374 41.3502660346477,2.13580367711839 41.3499998289581,2.13545023974861 41.345514101132,2.12949772782362 41.3457802650784))
2659327;3;632554;Barcelona;413.523.758.288.452;213.300.387.525.476;413.499.998.289.581;413.547.517.982.326;212.985.075.991.374;213.615.719.445.911;POLYGON((2.12985075991374 41.3502660346477,2.13020387188402 41.3547517982326,2.13615719445911 41.3544855507941,2.13580367711839 41.3499998289581,2.12985075991374 41.3502660346477))
2659328;3;632554;Barcelona;413.521.094.490.094;213.895.695.515.323;413.497.333.167.501;413.544.855.507.941;213.580.367.711.839;214.211.043.704.254;POLYGON((2.13580367711839 41.3499998289581,2.13615719445911 41.3544855507941,2.14211043704254 41.3542189967895,2.14175651435208 41.3497333167501,2.13580367711839 41.3499998289581))
2659329;3;632554;Barcelona;413.476.237.450.713;213.860.327.514.521;41.345.247.630.715;413.499.998.289.581;213.545.023.974.861;214.175.651.435.208;POLYGON((2.13545023974861 41.345514101132,2.13580367711839 41.3499998289581,2.14175651435208 41.3497333167501,2.14140267172337 41.345247630715,2.13545023974861 41.345514101132))
2659330;3;632555;Barcelona;413.568.615.685.656;2.133.357.229.884;413.544.855.507.941;413.592.375.558.322;213.020.387.188.402;21.365.107.917.915;POLYGON((2.13020387188402 41.3547517982326,2.13055706375515 41.3592375558322,2.1365107917915 41.3589712666393,2.13615719445911 41.3544855507941,2.13020387188402 41.3547517982326))
2659331;3;632555;Barcelona;413.613.473.022.975;213.371.066.446.981;413.589.712.666.393;413.637.233.074.458;213.055.706.375.515;213.686.446.913.627;POLYGON((2.13055706375515 41.3592375558322,2.13091033554781 41.3637233074458,2.13686446913627 41.3634569764927,2.1365107917915 41.3589712666393,2.13055706375515 41.3592375558322))
2659332;3;632555;Barcelona;41.361.080.838.905;213.966.455.527.012;413.587.046.708.324;413.634.569.764.927;21.365.107.917.915;214.281.852.269.162;POLYGON((2.1365107917915 41.3589712666393,2.13686446913627 41.3634569764927,2.14281852269162 41.363190338878,2.14246443981547 41.3587046708324,2.1365107917915 41.3589712666393))
2659333;3;632555;Barcelona;413.565.951.469.542;213.931.071.518.794;413.542.189.967.895;413.589.712.666.393;213.615.719.445.911;214.246.443.981.547;POLYGON((2.13615719445911 41.3544855507941,2.1365107917915 41.3589712666393,2.14246443981547 41.3587046708324,2.14211043704254 41.3542189967895,2.13615719445911 41.3544855507941))
2659334;3;632556;Barcelona;413.563.284.187.588;214.526.412.044.448;413.539.521.362.306;413.587.046.708.324;214.211.043.704.254;214.841.800.773.623;POLYGON((2.14211043704254 41.3542189967895,2.14246443981547 41.3587046708324,2.14841800773623 41.3584377684235,2.1480635995435 41.3539521362306,2.14211043704254 41.3542189967895))
2659335;3;632556;Barcelona;413.608.140.688.806;214.561.836.600.223;413.584.377.684.235;41.363.190.338.878;214.246.443.981.547;2.148.772.496.123;POLYGON((2.14246443981547 41.3587046708324,2.14281852269162 41.363190338878,2.148772496123 41.3629233946135,2.14841800773623 41.3584377684235,2.14246443981547 41.3587046708324))
2659336;3;632556;Barcelona;413.605.469.922.362;215.157.209.657.533;413.581.705.594.245;413.629.233.946.135;214.841.800.773.623;215.472.638.933.958;POLYGON((2.14841800773623 41.3584377684235,2.148772496123 41.3629233946135,2.15472638933958 41.362656143711,2.15437149546295 41.3581705594245,2.14841800773623 41.3584377684235))
2659337;3;632556;Barcelona;413.560.613.839.911;215.121.744.556.277;413.536.849.691.293;413.584.377.684.235;21.480.635.995.435;215.437.149.546.295;POLYGON((2.1480635995435 41.3539521362306,2.14841800773623 41.3584377684235,2.15437149546295 41.3581705594245,2.15401668187118 41.3536849691293,2.1480635995435 41.3539521362306))
2659338;3;632557;Barcelona;413.473.571.005.167;214.455.586.972.301;41.344.980.853.839;413.497.333.167.501;214.140.267.172.337;214.770.927.152.404;POLYGON((2.14140267172337 41.345247630715,2.14175651435208 41.3497333167501,2.14770927152404 41.3494664980355,2.14735502365711 41.344980853839,2.14140267172337 41.345247630715))
2659339;3;632557;Barcelona;413.518.427.626.372;2.144.909.955.025;413.494.664.980.355;413.542.189.967.895;214.175.651.435.208;21.480.635.995.435;POLYGON((2.14175651435208 41.3497333167501,2.14211043704254 41.3542189967895,2.1480635995435 41.3539521362306,2.14770927152404 41.3494664980355,2.14175651435208 41.3497333167501))
2659340;3;632557;Barcelona;413.515.757.697.405;215.086.287.477.926;413.491.993.728.262;413.539.521.362.306;214.770.927.152.404;215.401.668.187.118;POLYGON((2.14770927152404 41.3494664980355,2.1480635995435 41.3539521362306,2.15401668187118 41.3536849691293,2.15366194854348 41.3491993728262,2.14770927152404 41.3494664980355))
