id;level;parent_id;name;lat;lon;min_lat;max_lat;min_lon;max_lon;geometry_wkt
2660325;3;632803;Barcelona;413.375.842.372.326;216.170.281.148.033;413.352.076.297.364;413.399.608.143.702;215.854.961.139.533;216.485.621.525.172;POLYGON((2.15854961139533 41.3354752419711,2.1589045090707 41.3399608143702,2.16485621525172 41.339693160165,2.16450091258191 41.3352076297364,2.15854961139533 41.3354752419711))
2660326;3;632804;Barcelona;41.337.316.450.842;216.765.427.497.699;413.349.397.111.857;41.339.693.160.165;216.450.091.258.191;217.080.784.104.957;POLYGON((2.16450091258191 41.3352076297364,2.16485621525172 41.339693160165,2.17080784104957 41.3394251995961,2.1704521334061 41.3349397111857,2.16450091258191 41.3352076297364))
2660327;3;632804;Barcelona;413.418.019.572.557;216.800.982.034.851;413.394.251.995.961;413.441.786.845.767;216.485.621.525.172;217.116.362.916.692;POLYGON((2.16485621525172 41.339693160165,2.16521159830473 41.3441786845767,2.17116362916692 41.343910681984,2.17080784104957 41.3394251995961,2.16485621525172 41.339693160165))
2660328;3;632804;Barcelona;413.415.338.224.864;217.396.160.843.562;413.391.569.326.755;41.343.910.681.984;217.080.784.104.957;21.771.155.795.344;POLYGON((2.17080784104957 41.3394251995961,2.17116362916692 41.343910681984,2.1771155795344 41.3436423729918,2.17675938637353 41.3391569326755,2.17080784104957 41.3394251995961))
2660329;3;632804;Barcelona;413.370.483.581.176;217.360.565.805.554;413.346.714.863.309;413.394.251.995.961;21.704.521.334.061;217.675.938.637.353;POLYGON((2.1704521334061 41.3349397111857,2.17080784104957 41.3394251995961,2.17675938637353 41.3391569326755,2.17640327377724 41.3346714863309,2.1704521334061 41.3349397111857))
2660334;3;632806;Barcelona;413.468.228.919.891;215.646.081.849.754;413.444.463.807.581;413.491.993.728.262;215.330.729.545.908;215.961.454.531.963;POLYGON((2.15330729545908 41.3447137705161,2.15366194854348 41.3491993728262,2.15961454531963 41.3489319411341,2.15925948703853 41.3444463807581,2.15330729545908 41.3447137705161))
2660335;3;632806;Barcelona;413.513.084.703.312;215.681.571.432.521;413.489.319.411.341;413.536.849.691.293;215.366.194.854.348;215.996.968.393.479;POLYGON((2.15366194854348 41.3491993728262,2.15401668187118 41.3536849691293,2.15996968393479 41.3534174954973,2.15961454531963 41.3489319411341,2.15366194854348 41.3491993728262))
2660336;3;632806;Barcelona;413.510.408.644.211;216.276.847.357.214;413.486.642.029.709;413.534.174.954.973;215.961.454.531.963;216.592.260.564.354;POLYGON((2.15961454531963 41.3489319411341,2.15996968393479 41.3534174954973,2.16592260564354 41.3531497153467,2.16556706176172 41.3486642029709,2.15961454531963 41.3489319411341))
2660337;3;632806;Barcelona;413.465.553.280.398;216.241.317.251.277;413.441.786.845.767;413.489.319.411.341;215.925.948.703.853;216.556.706.176.172;POLYGON((2.15925948703853 41.3444463807581,2.15961454531963 41.3489319411341,2.16556706176172 41.3486642029709,2.16521159830473 41.3441786845767,2.15925948703853 41.3444463807581))
2660338;3;632807;Barcelona;41.355.794.042.663;215.717.069.045.199;413.534.174.954.973;413.581.705.594.245;215.401.668.187.118;21.603.249.029.048;POLYGON((2.15401668187118 41.3536849691293,2.15437149546295 41.3581705594245,2.1603249029048 41.3579030438471,2.15996968393479 41.3534174954973,2.15401668187118 41.3536849691293))
2660339;3;632807;Barcelona;413.602.796.089.837;215.752.574.689.861;413.579.030.438.471;41.362.656.143.711;215.437.149.546.295;216.068.020.225.049;POLYGON((2.15437149546295 41.3581705594245,2.15472638933958 41.362656143711,2.16068020225049 41.3623885861825,2.1603249029048 41.3579030438471,2.15437149546295 41.3581705594245))
2660340;3;632807;Barcelona;413.600.119.191.349;216.347.931.688.121;413.576.352.217.033;413.623.885.861.825;21.603.249.029.048;216.663.393.476.492;POLYGON((2.1603249029048 41.3579030438471,2.16068020225049 41.3623885861825,2.16663393476492 41.3621207220399,2.16627822997099 41.3576352217033,2.1603249029048 41.3579030438471))
2660341;3;632807;Barcelona;413.555.263.947.864;216.312.385.502.133;413.531.497.153.467;413.579.030.438.471;215.996.968.393.479;216.627.822.997.099;POLYGON((2.15996968393479 41.3534174954973,2.1603249029048 41.3579030438471,2.16627822997099 41.3576352217033,2.16592260564354 41.3531497153467,2.15996968393479 41.3534174954973))
2660342;3;632808;Barcelona;413.552.584.403.732;216.907.693.918.002;413.528.816.286.893;413.576.352.217.033;216.592.260.564.354;21.722.314.765.707;POLYGON((2.16592260564354 41.3531497153467,2.16627822997099 41.3576352217033,2.1722314765707 41.3573670930049,2.17187544690664 41.3528816286893,2.16592260564354 41.3531497153467))
2660343;3;632808;Barcelona;413.597.439.227.019;216.943.280.643.233;413.573.670.930.049;413.621.207.220.399;216.627.822.997.099;217.258.758.679.203;POLYGON((2.16627822997099 41.3576352217033,2.16663393476492 41.3621207220399,2.17258758679203 41.361852551295,2.1722314765707 41.3573670930049,2.16627822997099 41.3576352217033))
2660344;3;632808;Barcelona;413.594.756.196.963;217.538.621.546.112;41.357.098.657.764;41.361.852.551.295;21.722.314.765.707;2.178.541.158.241;POLYGON((2.1722314765707 41.3573670930049,2.17258758679203 41.361852551295,2.178541158241 41.3615840739597,2.17818464261314 41.357098657764,2.1722314765707 41.3573670930049))
2660345;3;632808;Barcelona;413.549.901.794.352;217.502.994.283.728;413.526.132.355.369;413.573.670.930.049;217.187.544.690.664;217.818.464.261.314;POLYGON((2.17187544690664 41.3528816286893,2.1722314765707 41.3573670930049,2.17818464261314 41.357098657764,2.17782820763334 41.3526132355369,2.17187544690664 41.3528816286893))
2660347;3;632809;Barcelona;41.350.772.952.022;216.872.115.242.919;413.483.961.583.487;413.531.497.153.467;216.556.706.176.172;217.187.544.690.664;POLYGON((2.16556706176172 41.3486642029709,2.16592260564354 41.3531497153467,2.17187544690664 41.3528816286893,2.171519497779 41.3483961583487,2.16556706176172 41.3486642029709))
2660348;3;632809;Barcelona;41.350.504.733.146;217.467.375.080.564;413.481.278.072.792;413.528.816.286.893;2.171.519.497.779;217.782.820.763.334;POLYGON((2.171519497779 41.3483961583487,2.17187544690664 41.3528816286893,2.17782820763334 41.3526132355369,2.17747185328072 41.3481278072792,2.171519497779 41.3483961583487))
2660349;3;632809;Barcelona;413.460.192.808.294;217.431.763.934.537;413.436.423.729.918;413.483.961.583.487;217.116.362.916.692;217.747.185.328.072;POLYGON((2.17116362916692 41.343910681984,2.171519497779 41.3483961583487,2.17747185328072 41.3481278072792,2.1771155795344 41.3436423729918,2.17116362916692 41.343910681984))
2660350;3;632810;Barcelona;413.647.651.692.925;215.788.088.368.591;413.623.885.861.825;413.671.417.219.881;215.472.638.933.958;216.103.558.199.268;POLYGON((2.15472638933958 41.362656143711,2.15508136352187 41.3671417219881,2.16103558199268 41.3668741225028,2.16068020225049 41.3623885861825,2.15472638933958 41.362656143711))
2660351;3;632810;Barcelona;413.692.507.235.886;215.823.610.083.469;413.668.741.225.028;413.716.272.942.549;215.508.136.352.187;216.139.104.215.218;POLYGON((2.15508136352187 41.3671417219881,2.15543641803062 41.3716272942549,2.16139104215218 41.3713596528072,2.16103558199268 41.3668741225028,2.15508136352187 41.3671417219881))
2660352;3;632810;Barcelona;413.689.829.497.785;216.419.048.191.626;413.666.062.163.556;413.713.596.528.072;216.103.558.199.268;216.734.558.583.559;POLYGON((2.16103558199268 41.3668741225028,2.16139104215218 41.3713596528072,2.16734558583559 41.3710917046498,2.16698972004617 41.3666062163556,2.16103558199268 41.3668741225028))
2660353;3;632810;Barcelona;413.644.974.374.659;216.383.485.917.256;413.621.207.220.399;413.668.741.225.028;216.068.020.225.049;216.698.972.004.617;POLYGON((2.16068020225049 41.3623885861825,2.16103558199268 41.3668741225028,2.16698972004617 41.3666062163556,2.16663393476492 41.3621207220399,2.16068020225049 41.3623885861825))
2660354;3;632811;Barcelona;413.737.362.718.712;215.859.139.836.576;413.713.596.528.072;413.761.128.605.107;215.543.641.803.062;216.174.658.274.984;POLYGON((2.15543641803062 41.3716272942549,2.15579155288665 41.3761128605107,2.16174658274984 41.3758451770948,2.16139104215218 41.3713596528072,2.15543641803062 41.3716272942549))
2660355;3;632811;Barcelona;413.782.218.141.395;215.894.677.629.998;413.758.451.770.948;413.805.984.207.546;215.579.155.288.665;216.210.220.380.649;POLYGON((2.15579155288665 41.3761128605107,2.15614676811076 41.3805984207546,2.16210220380649 41.3803306953649,2.16174658274984 41.3758451770948,2.15579155288665 41.3761128605107))
2660356;3;632811;Barcelona;413.779.539.563.455;216.490.196.884.398;413.755.771.869.216;413.803.306.953.649;216.174.658.274.984;216.805.755.902.237;POLYGON((2.16174658274984 41.3758451770948,2.16210220380649 41.3803306953649,2.16805755902237 41.3800626631701,2.16770153215403 41.3755771869216,2.16174658274984 41.3758451770948))
2660357;3;632811;Barcelona;41.373.468.456.072;216.454.618.513.312;413.710.917.046.498;413.758.451.770.948;216.139.104.215.218;216.770.153.215.403;POLYGON((2.16139104215218 41.3713596528072,2.16174658274984 41.3758451770948,2.16770153215403 41.3755771869216,2.16734558583559 41.3710917046498,2.16139104215218 41.3713596528072))
2660358;3;632812;Barcelona;413.732.003.335.452;217.050.089.140.643;413.708.234.497.947;413.755.771.869.216;216.734.558.583.559;217.365.640.100.834;POLYGON((2.16734558583559 41.3710917046498,2.16770153215403 41.3755771869216,2.17365640100834 41.3753088900028,2.17330004898997 41.3708234497947,2.16734558583559 41.3710917046498))
2660359;3;632812;Barcelona;413.776.857.917.761;217.085.708.087.312;413.753.088.900.028;413.800.626.631.701;216.770.153.215.403;217.401.283.366.749;POLYGON((2.16770153215403 41.3755771869216,2.16805755902237 41.3800626631701,2.17401283366749 41.379794324182,2.17365640100834 41.3753088900028,2.16770153215403 41.3755771869216))
2660360;3;632812;Barcelona;413.774.173.204.433;217.681.211.229.647;413.750.402.863.505;41.379.794.324.182;217.365.640.100.834;217.996.802.765.093;POLYGON((2.17365640100834 41.3753088900028,2.17401283366749 41.379794324182,2.17996802765093 41.3795256784126,2.17961118922186 41.3750402863505,2.17365640100834 41.3753088900028))
2660361;3;632812;Barcelona;413.729.319.043.028;217.645.551.709.488;413.705.548.882.537;413.753.088.900.028;217.330.004.898.997;217.961.118.922.186;POLYGON((2.17330004898997 41.3708234497947,2.17365640100834 41.3753088900028,2.17961118922186 41.3750402863505,2.17925443152446 41.3705548882537,2.17330004898997 41.3708234497947))
2660362;3;632813;Barcelona;413.642.293.990.073;216.978.875.420.692;41.361.852.551.295;413.666.062.163.556;216.663.393.476.492;217.294.377.759.149;POLYGON((2.16663393476492 41.3621207220399,2.16698972004617 41.3666062163556,2.17294377759149 41.3663380035585,2.17258758679203 41.361852551295,2.16663393476492 41.3621207220399))
2660363;3;632813;Barcelona;413.687.148.692.887;217.014.478.252.466;413.663.380.035.585;413.710.917.046.498;216.698.972.004.617;217.330.004.898.997;POLYGON((2.16698972004617 41.3666062163556,2.16734558583559 41.3710917046498,2.17330004898997 41.3708234497947,2.17294377759149 41.3663380035585,2.16698972004617 41.3666062163556))
2660364;3;632813;Barcelona;413.684.464.821.309;217.609.900.256.905;413.660.694.841.232;413.708.234.497.947;217.294.377.759.149;217.925.443.152.446;POLYGON((2.17294377759149 41.3663380035585,2.17330004898997 41.3708234497947,2.17925443152446 41.3705548882537,2.17889775453781 41.3660694841232,2.17294377759149 41.3663380035585))
2660365;3;632813;Barcelona;413.639.610.539.285;21.757.425.686.981;413.615.840.739.597;413.663.380.035.585;217.258.758.679.203;217.889.775.453.781;POLYGON((2.17258758679203 41.361852551295,2.17294377759149 41.3663380035585,2.17889775453781 41.3660694841232,2.178541158241 41.3615840739597,2.17258758679203 41.361852551295))
2660366;3;632814;Barcelona;413.827.073.503.928;215.930.223.465.816;413.803.306.953.649;413.850.839.749.859;215.614.676.811.076;216.245.790.534.299;POLYGON((2.15614676811076 41.3805984207546,2.1565020637238 41.3850839749859,2.16245790534299 41.3848162076167,2.16210220380649 41.3803306953649,2.15614676811076 41.3805984207546))
2660367;3;632814;Barcelona;413.871.928.806.301;215.965.777.346.114;413.848.162.076.167;413.895.695.232.037;21.565.020.637.238;21.628.136.873.802;POLYGON((2.1565020637238 41.3850839749859,2.1568574397466 41.3895695232037,2.1628136873802 41.3893017138493,2.16245790534299 41.3848162076167,2.1565020637238 41.3850839749859))
2660368;3;632814;Barcelona;413.869.249.388.293;216.561.377.783.123;413.845.481.333.946;413.893.017.138.493;216.245.790.534.299;216.876.985.449.223;POLYGON((2.16245790534299 41.3848162076167,2.1628136873802 41.3893017138493,2.16876985449223 41.3890335975943,2.16841366646148 41.3845481333946,2.16245790534299 41.3848162076167))
2660369;3;632814;Barcelona;413.824.394.505.982;216.525.783.306.973;413.800.626.631.701;413.848.162.076.167;216.210.220.380.649;216.841.366.646.148;POLYGON((2.16210220380649 41.3803306953649,2.16245790534299 41.3848162076167,2.16841366646148 41.3845481333946,2.16805755902237 41.3800626631701,2.16210220380649 41.3803306953649))
2660370;3;632815;Barcelona;413.916.784.048.508;21.600.133.927.298;413.893.017.138.493;413.940.550.654.072;21.568.574.397.466;216.316.954.993.898;POLYGON((2.1568574397466 41.3895695232037,2.1572128962 41.3940550654072,2.16316954993898 41.393787214062,2.1628136873802 41.3893017138493,2.1568574397466 41.3895695232037))
2660371;3;632815;Barcelona;413.961.639.230.539;216.036.909.248.496;41.393.787.214.062;413.985.406.015.957;21.572.128.962;216.352.549.304.021;POLYGON((2.1572128962 41.3940550654072,2.15756843310485 41.3985406015957,2.16352549304021 41.398272708254,2.16316954993898 41.393787214062,2.1572128962 41.3940550654072))
2660372;3;632815;Barcelona;413.958.958.972.236;216.632.590.904.493;413.935.190.557.684;41.398.272.708.254;216.316.954.993.898;216.948.247.241.225;POLYGON((2.16316954993898 41.393787214062,2.16352549304021 41.398272708254,2.16948247241225 41.398004507916,2.16912612313552 41.3935190557684,2.16316954993898 41.393787214062))
2660373;3;632815;Barcelona;413.914.104.210.381;216.596.980.314.934;413.890.335.975.943;41.393.787.214.062;21.628.136.873.802;216.912.612.313.552;POLYGON((2.1628136873802 41.3893017138493,2.16316954993898 41.393787214062,2.16912612313552 41.3935190557684,2.16876985449223 41.3890335975943,2.1628136873802 41.3893017138493))
2660374;3;632816;Barcelona;413.911.421.303.067;217.192.613.299.137;413.887.651.744.505;413.935.190.557.684;216.876.985.449.223;217.508.261.569.862;POLYGON((2.16876985449223 41.3890335975943,2.16912612313552 41.3935190557684,2.17508261569862 41.3932505905381,2.17472594099172 41.3887651744505,2.16876985449223 41.3890335975943))
2660375;3;632816;Barcelona;413.956.275.644.269;217.228.264.500.656;413.932.505.905.381;41.398.004.507.916;216.912.612.313.552;217.543.937.112.994;POLYGON((2.16912612313552 41.3935190557684,2.16948247241225 41.398004507916,2.17543937112994 41.3977360005937,2.17508261569862 41.3932505905381,2.16912612313552 41.3935190557684))
2660376;3;632816;Barcelona;413.953.589.246.757;217.823.930.027.875;413.929.818.183.833;413.977.360.005.937;217.508.261.569.862;21.813.961.891.023;POLYGON((2.17508261569862 41.3932505905381,2.17543937112994 41.3977360005937,2.1813961891023 41.3974671862989,2.18103902753732 41.3929818183833,2.17508261569862 41.3932505905381))
2660377;3;632816;Barcelona;413.908.735.326.686;217.788.238.216.497;413.884.964.444.298;413.932.505.905.381;217.472.594.099.172;218.103.902.753.732;POLYGON((2.17472594099172 41.3887651744505,2.17508261569862 41.3932505905381,2.18103902753732 41.3929818183833,2.18068194678772 41.3884964444298,2.17472594099172 41.3887651744505))
2660378;3;632817;Barcelona;413.821.712.439.805;217.121.335.094.557;41.379.794.324.182;413.845.481.333.946;216.805.755.902.237;217.436.934.698.831;POLYGON((2.16805755902237 41.3800626631701,2.16841366646148 41.3845481333946,2.17436934698831 41.3842797523315,2.17401283366749 41.379794324182,2.16805755902237 41.3800626631701))
2660379;3;632817;Barcelona;413.866.566.901.577;21.715.697.016.447;413.842.797.523.315;413.890.335.975.943;216.841.366.646.148;217.472.594.099.172;POLYGON((2.16841366646148 41.3845481333946,2.16876985449223 41.3890335975943,2.17472594099172 41.3887651744505,2.17436934698831 41.3842797523315,2.16841366646148 41.3845481333946))
2660380;3;632817;Barcelona;41.386.388.134.627;21.775.255.448.106;413.840.110.644.393;413.887.651.744.505;217.436.934.698.831;218.068.194.678.772;POLYGON((2.17436934698831 41.3842797523315,2.17472594099172 41.3887651744505,2.18068194678772 41.3884964444298,2.18032494683257 41.3840110644393,2.17436934698831 41.3842797523315))
2660381;3;632817;Barcelona;413.819.027.305.516;217.716.878.819.474;413.795.256.784.126;413.842.797.523.315;217.401.283.366.749;218.032.494.683.257;POLYGON((2.17401283366749 41.379794324182,2.17436934698831 41.3842797523315,2.18032494683257 41.3840110644393,2.17996802765093 41.3795256784126,2.17401283366749 41.379794324182))
2660382;3;632818;Barcelona;414.006.494.352.388;216.072.487.274.751;41.398.272.708.254;414.030.261.317.683;215.756.843.310.485;216.388.151.670.477;POLYGON((2.15756843310485 41.3985406015957,2.15792405048201 41.4030261317683,2.16388151670477 41.4027581964244,2.16352549304021 41.398272708254,2.15756843310485 41.3985406015957))
2660383;3;632818;Barcelona;414.051.349.414.045;21.610.807.335.383;414.027.581.964.244;414.075.116.559.243;215.792.405.048.201;216.423.762.095.354;POLYGON((2.15792405048201 41.4030261317683,2.15827974835234 41.4075116559243,2.16423762095354 41.4072436785724,2.16388151670477 41.4027581964244,2.15792405048201 41.4030261317683))
2660384;3;632818;Barcelona;41.404.866.831.522;216.703.836.265.222;414.024.899.540.364;414.072.436.785.724;216.388.151.670.477;217.019.541.294.964;POLYGON((2.16388151670477 41.4027581964244,2.16423762095354 41.4072436785724,2.17019541294964 41.4069753941287,2.16983890234331 41.4024899540364,2.16388151670477 41.4027581964244))
2660385;3;632818;Barcelona;414.003.813.673.852;216.668.209.553.894;41.398.004.507.916;414.027.581.964.244;216.352.549.304.021;216.983.890.234.331;POLYGON((2.16352549304021 41.398272708254,2.16388151670477 41.4027581964244,2.16983890234331 41.4024899540364,2.16948247241225 41.398004507916,2.16352549304021 41.398272708254))
2660386;3;632819;Barcelona;414.096.204.415.503;216.143.667.487.826;414.072.436.785.724;414.119.971.740.628;215.827.974.835.234;216.459.380.580.744;POLYGON((2.15827974835234 41.4075116559243,2.15863552673673 41.4119971740628,2.16459380580744 41.4117291546973,2.16423762095354 41.4072436785724,2.15827974835234 41.4075116559243))
2660387;3;632819;Barcelona;414.141.059.356.755;216.179.269.678.825;414.117.291.546.973;41.416.482.686.183;215.863.552.673.673;216.495.007.128.736;POLYGON((2.15863552673673 41.4119971740628,2.15899138565605 41.416482686183,2.16495007128736 41.4162146247983,2.16459380580744 41.4117291546973,2.15863552673673 41.4119971740628))
2660388;3;632819;Barcelona;414.138.377.417.179;216.775.113.882.026;414.114.608.281.922;414.162.146.247.983;216.459.380.580.744;217.090.867.627.173;POLYGON((2.16459380580744 41.4117291546973,2.16495007128736 41.4162146247983,2.17090867627173 41.415946256226,2.17055200425213 41.4114608281922,2.16459380580744 41.4117291546973))
2660389;3;632819;Barcelona;414.093.522.896.331;216.739.471.040.569;414.069.753.941.287;414.117.291.546.973;216.423.762.095.354;217.055.200.425.213;POLYGON((2.16423762095354 41.4072436785724,2.16459380580744 41.4117291546973,2.17055200425213 41.4114608281922,2.17019541294964 41.4069753941287,2.16423762095354 41.4072436785724))
2660390;3;632820;Barcelona;414.090.838.306.061;217.335.266.527.203;414.067.068.026.051;414.114.608.281.922;217.019.541.294.964;217.651.012.197.972;POLYGON((2.17019541294964 41.4069753941287,2.17055200425213 41.4114608281922,2.17651012197972 41.4111921945594,2.17615312424955 41.4067068026051,2.17019541294964 41.4069753941287))
2660391;3;632820;Barcelona;414.135.692.406.027;217.370.950.017.028;414.111.921.945.594;41.415.946.256.226;217.055.200.425.213;217.686.720.051.806;POLYGON((2.17055200425213 41.4114608281922,2.17090867627173 41.415946256226,2.17686720051806 41.4156775804783,2.17651012197972 41.4111921945594,2.17055200425213 41.4114608281922))
2660392;3;632820;Barcelona;41.413.300.432.342;217.966.778.074.717;414.109.232.538.108;414.156.775.804.783;217.651.012.197.972;218.282.564.393.526;POLYGON((2.17651012197972 41.4111921945594,2.17686720051806 41.4156775804783,2.18282564393526 41.415408597567,2.18246815889913 41.4109232538108,2.17651012197972 41.4111921945594))
2660393;3;632820;Barcelona;414.088.150.644.813;217.931.053.938.619;414.064.379.040.135;414.111.921.945.594;217.615.312.424.955;218.246.815.889.913;POLYGON((2.17615312424955 41.4067068026051,2.17651012197972 41.4111921945594,2.18246815889913 41.4109232538108,2.18211075476224 41.4064379040135,2.17615312424955 41.4067068026051))
2660394;3;632821;Barcelona;414.001.129.925.174;217.263.923.771.108;413.977.360.005.937;414.024.899.540.364;216.948.247.241.225;217.579.620.730.661;POLYGON((2.16948247241225 41.398004507916,2.16983890234331 41.4024899540364,2.17579620730661 41.4022214046162,2.17543937112994 41.3977360005937,2.16948247241225 41.398004507916))
2660395;3;632821;Barcelona;414.045.984.145.774;217.299.591.112.595;414.022.214.046.162;414.069.753.941.287;216.983.890.234.331;217.615.312.424.955;POLYGON((2.16983890234331 41.4024899540364,2.17019541294964 41.4069753941287,2.17615312424955 41.4067068026051,2.17579620730661 41.4022214046162,2.16983890234331 41.4024899540364))
2660396;3;632821;Barcelona;414.043.296.905.828;217.895.337.886.843;414.019.525.481.759;414.067.068.026.051;217.579.620.730.661;218.211.075.476.224;POLYGON((2.17579620730661 41.4022214046162,2.17615312424955 41.4067068026051,2.18211075476224 41.4064379040135,2.18175343150362 41.4019525481759,2.17579620730661 41.4022214046162))
2660397;3;632821;Barcelona;413.998.443.106.474;217.859.629.917.295;413.974.671.862.989;414.022.214.046.162;217.543.937.112.994;218.175.343.150.362;POLYGON((2.17543937112994 41.3977360005937,2.17579620730661 41.4022214046162,2.18175343150362 41.4019525481759,2.1813961891023 41.3974671862989,2.17543937112994 41.3977360005937))
2660398;3;632822;Barcelona;41.418.591.423.779;216.214.879.928.914;414.162.146.247.983;414.209.681.922.842;215.899.138.565.605;216.530.641.741.421;POLYGON((2.15899138565605 41.416482686183,2.15934732513119 41.4209681922842,2.16530641741421 41.4207000888744,2.16495007128736 41.4162146247983,2.15899138565605 41.416482686183))
2660399;3;632822;Barcelona;414.230.769.058.603;21.625.049.824.019;414.207.000.888.744;414.254.536.923.655;215.934.732.513.119;216.566.284.420.892;POLYGON((2.15934732513119 41.4209681922842,2.15970334518306 41.4254536923655,2.16566284420892 41.4251855469251,2.16530641741421 41.4207000888744,2.15934732513119 41.4209681922842))
2660400;3;632822;Barcelona;41.422.808.627.805;216.846.423.771.643;414.204.316.782.294;414.251.855.469.251;216.530.641.741.421;217.162.226.254.599;POLYGON((2.16530641741421 41.4207000888744,2.16566284420892 41.4251855469251,2.17162226254599 41.4249170942016,2.17126542902937 41.4204316782294,2.16530641741421 41.4207000888744))
2660401;3;632822;Barcelona;414.183.231.877.754;216.810.764.791.689;41.415.946.256.226;414.207.000.888.744;216.495.007.128.736;217.126.542.902.937;POLYGON((2.16495007128736 41.4162146247983,2.16530641741421 41.4207000888744,2.17126542902937 41.4204316782294,2.17090867627173 41.415946256226,2.16495007128736 41.4162146247983))
2660402;3;632823;Barcelona;414.275.623.819.185;216.286.124.614.739;414.251.855.469.251;414.299.391.864.261;215.970.334.518.306;216.601.935.169.242;POLYGON((2.15970334518306 41.4254536923655,2.16005944583256 41.4299391864261,2.16601935169242 41.4296709989493,2.16566284420892 41.4251855469251,2.15970334518306 41.4254536923655))
2660403;3;632823;Barcelona;414.320.478.519.528;216.321.759.054.656;414.296.709.989.493;414.344.246.744.653;216.005.944.583.256;216.637.593.988.564;POLYGON((2.16005944583256 41.4299391864261,2.1604156271006 41.4344246744653,2.16637593988564 41.4341564449464,2.16601935169242 41.4296709989493,2.16005944583256 41.4299391864261))
2660404;3;632823;Barcelona;414.317.794.897.769;216.917.765.950.818;414.294.025.041.416;414.341.564.449.464;216.601.935.169.242;217.233.617.194.002;POLYGON((2.16601935169242 41.4296709989493,2.16637593988564 41.4341564449464,2.17233617194002 41.4338879080488,2.17197917684256 41.4294025041416,2.16601935169242 41.4296709989493))
2660405;3;632823;Barcelona;414.272.940.618.058;216.882.090.823.989;414.249.170.942.016;414.296.709.989.493;216.566.284.420.892;217.197.917.684.256;POLYGON((2.16566284420892 41.4251855469251,2.16601935169242 41.4296709989493,2.17197917684256 41.4294025041416,2.17162226254599 41.4249170942016,2.16566284420892 41.4251855469251))
2660406;3;632824;Barcelona;41.427.025.434.392;217.478.048.958.755;414.246.483.342.069;414.294.025.041.416;217.162.226.254.599;21.779.389.211.918;POLYGON((2.17162226254599 41.4249170942016,2.17197917684256 41.4294025041416,2.1779389211918 41.4291337020149,2.17758160010313 41.4246483342069,2.17162226254599 41.4249170942016))
2660407;3;632824;Barcelona;414.315.108.202.521;217.513.764.770.401;414.291.337.020.149;414.338.879.080.488;217.197.917.684.256;217.829.632.317.253;POLYGON((2.17197917684256 41.4294025041416,2.17233617194002 41.4338879080488,2.17829632317253 41.4336190637844,2.1779389211918 41.4291337020149,2.17197917684256 41.4294025041416))
2660408;3;632824;Barcelona;414.312.418.433.904;218.109.755.504.286;414.288.645.925.812;414.336.190.637.844;21.779.389.211.918;218.425.639.349.198;POLYGON((2.1779389211918 41.4291337020149,2.17829632317253 41.4336190637844,2.18425639349198 41.4333499121651,2.18389858464898 41.4288645925812,2.1779389211918 41.4291337020149))
2660409;3;632824;Barcelona;414.267.564.996.891;218.073.999.009.921;414.243.792.669.531;414.291.337.020.149;217.758.160.010.313;218.389.858.464.898;POLYGON((2.17758160010313 41.4246483342069,2.1779389211918 41.4291337020149,2.18389858464898 41.4288645925812,2.18354085678919 41.4243792669531,2.17758160010313 41.4246483342069))
2660410;3;632825;Barcelona;414.180.546.445.664;217.406.641.584.165;414.156.775.804.783;414.204.316.782.294;217.090.867.627.173;217.722.435.988.555;POLYGON((2.17090867627173 41.415946256226,2.17126542902937 41.4204316782294,2.17722435988555 41.4201629603611,2.17686720051806 41.4156775804783,2.17090867627173 41.415946256226))
2660411;3;632825;Barcelona;414.225.400.424.965;217.442.341.230.708;414.201.629.603.611;414.249.170.942.016;217.126.542.902.937;217.758.160.010.313;POLYGON((2.17126542902937 41.4204316782294,2.17162226254599 41.4249170942016,2.17758160010313 41.4246483342069,2.17722435988555 41.4201629603611,2.17126542902937 41.4204316782294))
2660412;3;632825;Barcelona;414.222.711.499.467;218.038.250.608.271;414.198.939.352.814;414.246.483.342.069;217.722.435.988.555;218.354.085.678.919;POLYGON((2.17722435988555 41.4201629603611,2.17758160010313 41.4246483342069,2.18354085678919 41.4243792669531,2.18318320989162 41.4198939352814,2.17722435988555 41.4201629603611))
2660413;3;632825;Barcelona;41.417.785.794.164;218.002.510.297.236;41.415.408.597.567;414.201.629.603.611;217.686.720.051.806;218.318.320.989.162;POLYGON((2.17686720051806 41.4156775804783,2.17722435988555 41.4201629603611,2.18318320989162 41.4198939352814,2.18282564393526 41.415408597567,2.17686720051806 41.4156775804783))
2660414;3;632826;Barcelona;414.365.333.159.623;216.357.401.562.032;414.341.564.449.464;414.389.101.564.822;21.604.156.271.006;216.673.260.880.954;POLYGON((2.1604156271006 41.4344246744653,2.16077188900811 41.4389101564822,2.16673260880954 41.4386418849155,2.16637593988564 41.4341564449464,2.1604156271006 41.4344246744653))
2660415;3;632826;Barcelona;414.410.187.739.464;216.393.052.138.964;414.386.418.849.155;41.443.395.632.476;216.077.188.900.811;216.708.935.848.505;POLYGON((2.16077188900811 41.4389101564822,2.16112823157601 41.443395632476,2.16708935848505 41.4431273188559,2.16673260880954 41.4386418849155,2.16077188900811 41.4389101564822))
